percent-small-packet,percent-medium-packet,percent-big-packet,average-payload,stamp
0.95,0.029,2.90E-05,138.454,1
0.648,0.112,0.000112,428.065,1
0.404,0.085,8.50E-05,756.235,1
0.721,0.146,0.000146,299.028,1
0.972,0.018,1.80E-05,116.142,1
0.972,0.02,2.00E-05,110.578,1
0.787,0.063,6.30E-05,302.595,1
0.624,0.222,0.000222,336.756,1
0.953,0.038,3.80E-05,122.68,1
0.973,0.018,1.80E-05,111.007,1
0.797,0.069,6.90E-05,283.08,1
0.558,0.209,0.000209,433.56,1
0.958,0.034,3.40E-05,115.364,1
0.966,0.022,2.20E-05,117.533,1
0.975,0.017,1.70E-05,111.782,1
0.504,0.149,0.000149,564.749,1
0.778,0.124,0.000124,253.363,1
0.952,0.027,2.70E-05,130.293,1
0.968,0.025,2.50E-05,111.192,1
0.75,0.068,6.80E-05,341.899,1
0.705,0.215,0.000215,247.36,1
0.974,0.018,1.80E-05,112.357,1
0.976,0.017,1.70E-05,110.076,1
0.621,0.137,0.000137,433.963,1
0.773,0.154,0.000154,221.675,1
0.955,0.033,3.30E-05,122.385,1
0.972,0.02,2.00E-05,110.221,1
0.814,0.079,7.90E-05,251.338,1
0.636,0.191,0.000191,357.744,1
0.943,0.043,4.30E-05,127.742,1
0.969,0.019,1.90E-05,116.074,1
0.873,0.063,6.30E-05,193.745,1
0.519,0.164,0.000164,529.565,1
0.874,0.081,8.10E-05,175.525,1
0.959,0.028,2.80E-05,120.263,1
0.976,0.017,1.70E-05,113.361,1
0.667,0.087,8.70E-05,427.82,1
0.627,0.199,0.000199,360.808,1
0.959,0.032,3.20E-05,121.15,1
0.975,0.017,1.70E-05,110.729,1
0.794,0.067,6.70E-05,287.944,1
0.544,0.22,0.00022,440.241,1
0.96,0.031,3.10E-05,116.334,1
0.975,0.018,1.80E-05,110.162,1
0.958,0.032,3.20E-05,115.956,1
0.481,0.164,0.000164,578.727,1
0.772,0.124,0.000124,256.803,1
0.976,0.016,1.60E-05,110.452,1
0.976,0.017,1.70E-05,111.761,1
0.636,0.092,9.20E-05,462.601,1
0.683,0.204,0.000204,288.561,1
0.951,0.031,3.10E-05,128.753,1
0.975,0.018,1.80E-05,110.358,1
0.942,0.042,4.20E-05,127.924,1
0.5,0.154,0.000154,567.406,1
0.793,0.126,0.000126,231.311,1
0.951,0.033,3.30E-05,125.001,1
0.968,0.021,2.10E-05,114.801,1
0.71,0.066,6.60E-05,397.124,1
0.605,0.246,0.000246,336.917,1
0.969,0.024,2.40E-05,113.384,1
0.973,0.019,1.90E-05,111.225,1
0.729,0.074,7.40E-05,365.746,1
0.593,0.198,0.000198,406.354,1
0.938,0.053,5.30E-05,123.794,1
0.968,0.024,2.40E-05,111.352,1
0.873,0.074,7.40E-05,183.378,1
0.492,0.167,0.000167,562.109,1
0.911,0.072,7.20E-05,139.822,1
0.975,0.018,1.80E-05,110.379,1
0.972,0.021,2.10E-05,110.976,1
0.53,0.133,0.000133,551.21,1
0.777,0.166,0.000166,207.189,1
0.979,0.014,1.40E-05,110.255,1
0.981,0.012,1.20E-05,110.001,1
0.614,0.105,0.000105,475.485,1
0.699,0.217,0.000217,249.746,1
0.973,0.018,1.80E-05,112.999,1
0.967,0.022,2.20E-05,115.822,1
0.67,0.079,7.90E-05,432.596,1
0.64,0.205,0.000205,336.072,1
0.948,0.041,4.10E-05,126.018,1
0.973,0.018,1.80E-05,110.587,1
0.797,0.064,6.40E-05,289.314,1
0.526,0.238,0.000238,443.253,1
0.954,0.036,3.60E-05,120.472,1
0.977,0.016,1.60E-05,110.029,1
0.975,0.017,1.70E-05,112.691,1
0.524,0.142,0.000142,550.402,1
0.779,0.17,0.00017,203.652,1
0.98,0.012,1.20E-05,110.015,1
0.977,0.015,1.50E-05,111.583,1
0.624,0.098,9.80E-05,470.556,1
0.696,0.188,0.000188,280.121,1
0.962,0.029,2.90E-05,116.608,1
0.966,0.023,2.30E-05,115.549,1
0.933,0.053,5.30E-05,126.767,1
0.503,0.178,0.000178,533.229,1
0.853,0.101,0.000101,177.581,1
0.982,0.011,1.10E-05,108.177,1
0.975,0.018,1.80E-05,110.306,1
0.625,0.097,9.70E-05,471.405,1
0.648,0.23,0.00023,301.493,1
0.974,0.019,1.90E-05,111.954,1
0.976,0.017,1.70E-05,110.455,1
0.677,0.087,8.70E-05,413.843,1
0.634,0.226,0.000226,321.956,1
0.974,0.02,2.00E-05,112.154,1
0.974,0.019,1.90E-05,109.675,1
0.921,0.043,4.30E-05,153.697,1
0.494,0.202,0.000202,526.221,1
0.897,0.076,7.60E-05,154.656,1
0.973,0.019,1.90E-05,111.335,1
0.933,0.039,3.90E-05,143.052,1
0.505,0.176,0.000176,535.735,1
0.834,0.109,0.000109,196.671,1
0.97,0.018,1.80E-05,116.866,1
0.972,0.021,2.10E-05,109.218,1
0.741,0.073,7.30E-05,350.634,1
0.608,0.207,0.000207,378.984,1
0.92,0.053,5.30E-05,146.779,1
0.971,0.021,2.10E-05,109.813,1
0.831,0.06,6.00E-05,249.849,1
0.545,0.211,0.000211,448.353,1
0.932,0.056,5.60E-05,125.113,1
0.973,0.02,2.00E-05,110.437,1
0.972,0.019,1.90E-05,111.992,1
0.514,0.115,0.000115,591.511,1
0.718,0.202,0.000202,243.72,1
0.967,0.025,2.50E-05,115.167,1
0.974,0.019,1.90E-05,111.241,1
0.696,0.083,8.30E-05,393.865,1
0.599,0.18,0.00018,416.178,1
0.929,0.049,4.90E-05,136.178,1
0.976,0.017,1.70E-05,110.454,1
0.967,0.022,2.20E-05,115.393,1
0.549,0.118,0.000118,547.354,1
0.51,0.183,0.000183,523.959,1
0.951,0.042,4.20E-05,121.97,1
0.972,0.019,1.90E-05,110.936,1
0.738,0.076,7.60E-05,350.061,1
0.445,0.175,0.000175,611.794,1
0.859,0.102,0.000102,171.104,1
0.967,0.022,2.20E-05,116.004,1
0.977,0.015,1.50E-05,111.027,1
0.653,0.074,7.40E-05,455.811,1
0.657,0.2,0.0002,323.582,1
0.952,0.034,3.40E-05,127.46,1
0.971,0.021,2.10E-05,110.032,1
0.822,0.062,6.20E-05,260.466,1
0.503,0.209,0.000209,504.673,1
0.893,0.081,8.10E-05,147.764,1
0.98,0.013,1.30E-05,109.349,1
0.972,0.02,2.00E-05,112.074,1
0.663,0.081,8.10E-05,438.864,1
0.484,0.217,0.000217,521.263,1
0.934,0.05,5.00E-05,134.836,1
0.967,0.026,2.60E-05,113.538,1
0.825,0.071,7.10E-05,247.433,1
0.556,0.184,0.000184,463.406,1
0.904,0.067,6.70E-05,151.516,1
0.957,0.029,2.90E-05,120.204,1
0.977,0.016,1.60E-05,109.595,1
0.583,0.113,0.000113,509.006,1
0.714,0.203,0.000203,244.087,1
0.975,0.017,1.70E-05,111.934,1
0.972,0.02,2.00E-05,110.578,1
0.668,0.081,8.10E-05,431.393,1
0.625,0.218,0.000218,339.302,1
0.959,0.031,3.10E-05,118.604,1
0.973,0.018,1.80E-05,110.103,1
0.757,0.068,6.80E-05,333.192,1
0.535,0.234,0.000234,436.698,1
0.951,0.04,4.00E-05,122.857,1
0.96,0.025,2.50E-05,119.215,1
0.802,0.062,6.20E-05,283.598,1
0.514,0.205,0.000205,493.86,1
0.891,0.088,8.80E-05,151.143,1
0.977,0.016,1.60E-05,110.607,1
0.917,0.032,3.20E-05,172.239,1
0.576,0.098,9.80E-05,534.493,1
0.66,0.233,0.000233,285.061,1
0.976,0.021,2.10E-05,107.888,1
0.967,0.02,2.00E-05,119.675,1
0.774,0.067,6.70E-05,315.251,1
0.6,0.179,0.000179,409.088,1
0.947,0.042,4.20E-05,125.488,1
0.966,0.026,2.60E-05,110.661,1
0.818,0.058,5.80E-05,267.834,1
0.534,0.174,0.000174,500.47,1
0.898,0.073,7.30E-05,153.156,1
0.972,0.02,2.00E-05,111.427,1
0.955,0.034,3.40E-05,118.447,1
0.516,0.17,0.00017,528.642,1
0.829,0.115,0.000115,190.945,1
0.969,0.023,2.30E-05,113.725,1
0.966,0.026,2.60E-05,110.968,1
0.746,0.072,7.20E-05,343.398,1
0.574,0.236,0.000236,387.069,1
0.952,0.038,3.80E-05,123.048,1
0.971,0.021,2.10E-05,108.772,1
0.784,0.077,7.70E-05,291.824,1
0.573,0.219,0.000219,406.079,1
0.954,0.034,3.40E-05,126.346,1
0.976,0.016,1.60E-05,109.661,1
0.778,0.067,6.70E-05,308.598,1
0.562,0.224,0.000224,412.724,1
0.934,0.052,5.20E-05,133.315,1
0.968,0.024,2.40E-05,109.892,1
0.809,0.062,6.20E-05,273.296,1
0.55,0.221,0.000221,436.602,1
0.946,0.045,4.50E-05,125.347,1
0.974,0.019,1.90E-05,108.808,1
0.395,0.079,7.90E-05,779.674,2
0.337,0.005,5.00E-06,931.316,2
0.422,0.168,0.000168,655.907,2
0.417,0.197,0.000197,628.196,2
0.396,0.105,0.000105,754.21,2
0.405,0.137,0.000137,703.45,2
0.384,0.13,0.00013,740.526,2
0.416,0.116,0.000116,710.502,2
0.414,0.284,0.000284,552.975,2
0.483,0.403,0.000403,362.11,2
0.423,0.197,0.000197,619.662,2
0.48,0.467,0.000467,306.203,2
0.48,0.302,0.000302,439.007,2
0.474,0.299,0.000299,443.635,2
0.486,0.436,0.000436,331.298,2
0.465,0.316,0.000316,460.949,2
0.403,0.103,0.000103,738.726,2
0.42,0.16,0.00016,657.134,2
0.471,0.268,0.000268,485.963,2
0.401,0.116,0.000116,728.214,2
0.449,0.31,0.00031,482.291,2
0.466,0.491,0.000491,303.54,2
0.458,0.495,0.000495,311.973,2
0.451,0.498,0.000498,315.866,2
0.44,0.517,0.000517,301.754,2
0.469,0.487,0.000487,298.174,2
0.455,0.363,0.000363,428.277,2
0.469,0.446,0.000446,323.193,2
0.456,0.493,0.000493,310.088,2
0.459,0.489,0.000489,312.789,2
0.471,0.456,0.000456,324.472,2
0.492,0.442,0.000442,322.574,2
0.49,0.447,0.000447,321.969,2
0.493,0.432,0.000432,330.871,2
0.446,0.223,0.000223,575.793,2
0.341,0.015,1.50E-05,914.518,2
0.335,0.027,2.70E-05,908.478,2
0,0.468,0.000468,888.711,2
0.015,0.451,0.000451,950.964,2
0.009,0.42,0.00042,880.599,2
0.453,0.464,0.000464,335.49,2
0.443,0.502,0.000502,324.927,2
0.448,0.507,0.000507,314.487,2
0.473,0.489,0.000489,297.304,2
0.468,0.49,0.00049,298.426,2
0.469,0.476,0.000476,311.767,2
0.45,0.501,0.000501,319.819,2
0.44,0.501,0.000501,321.791,2
0.446,0.506,0.000506,307.31,2
0.44,0.511,0.000511,307.321,2
0.437,0.51,0.00051,305.627,2
0.432,0.514,0.000514,310.844,2
0.448,0.501,0.000501,299.076,2
0.439,0.521,0.000521,280.139,2
0.412,0.552,0.000552,288.603,2
0.43,0.534,0.000534,298,2
0.467,0.488,0.000488,303.354,2
0.465,0.482,0.000482,310.689,2
0.475,0.472,0.000472,302.531,2
0.464,0.491,0.000491,297.358,2
0.479,0.476,0.000476,292.225,2
0.478,0.466,0.000466,302.093,2
0.472,0.475,0.000475,303.902,2
0.469,0.39,0.00039,387.714,2
0.401,0.057,5.70E-05,798.6,2
0.463,0.399,0.000399,370.654,2
0.463,0.489,0.000489,294.046,2
0.472,0.483,0.000483,291.982,2
0.47,0.472,0.000472,308.666,2
0.471,0.481,0.000481,296.911,2
0.475,0.48,0.00048,292.504,2
0.47,0.481,0.000481,297.082,2
0.469,0.47,0.00047,316.132,2
0.47,0.483,0.000483,297.46,2
0.481,0.476,0.000476,297.257,2
0.467,0.486,0.000486,298.337,2
0.43,0.265,0.000265,557.531,2
0.342,0.01,1.00E-05,918.198,2
0.223,0.163,0.000163,898.822,2
0,0.491,0.000491,886.698,2
0.001,0.461,0.000461,908.848,2
0.06,0.448,0.000448,858.672,2
0.46,0.475,0.000475,313.037,2
0.451,0.505,0.000505,299.627,2
0.472,0.483,0.000483,294.562,2
0.434,0.545,0.000545,260.455,2
0.409,0.577,0.000577,254.291,2
0.445,0.508,0.000508,299.153,2
0.469,0.477,0.000477,307.359,2
0.469,0.476,0.000476,304.644,2
0.473,0.487,0.000487,294.34,2
0.475,0.48,0.00048,297.498,2
0.469,0.477,0.000477,303.128,2
0.443,0.26,0.00026,539.045,2
0.433,0.193,0.000193,608.36,2
0.38,0.073,7.30E-05,807.104,2
0.468,0.481,0.000481,292.847,2
0.455,0.502,0.000502,303.348,2
0.465,0.492,0.000492,299.764,2
0.47,0.486,0.000486,300.068,2
0.467,0.482,0.000482,311.031,2
0.456,0.501,0.000501,301.314,2
0.472,0.49,0.00049,295.635,2
0.465,0.493,0.000493,299.672,2
0.467,0.486,0.000486,305.611,2
0.46,0.484,0.000484,315.594,2
0.456,0.509,0.000509,290.864,2
0.462,0.493,0.000493,299.978,2
0.475,0.483,0.000483,299.082,2
0.422,0.193,0.000193,635.114,2
0.41,0.229,0.000229,611.797,2
0.468,0.496,0.000496,290.221,2
0.469,0.492,0.000492,295.853,2
0.467,0.492,0.000492,297.584,2
0.464,0.484,0.000484,306.196,2
0.448,0.523,0.000523,283.54,2
0.419,0.565,0.000565,254.56,2
0.467,0.491,0.000491,297.399,2
0.467,0.484,0.000484,306.394,2
0.465,0.482,0.000482,311.497,2
0.471,0.49,0.00049,292.846,2
0.467,0.477,0.000477,311.335,2
0.468,0.489,0.000489,298.561,2
0.477,0.472,0.000472,305.527,2
0.463,0.495,0.000495,299.265,2
0.475,0.482,0.000482,297.012,2
0.462,0.403,0.000403,385.274,2
0.467,0.395,0.000395,369.532,2
0.47,0.487,0.000487,295.31,2
0.463,0.493,0.000493,300.201,2
0.462,0.494,0.000494,301.249,2
0.465,0.481,0.000481,311.635,2
0.464,0.491,0.000491,304.193,2
0.46,0.496,0.000496,301.674,2
0.462,0.493,0.000493,305.598,2
0.46,0.493,0.000493,301.151,2
0.466,0.491,0.000491,302.179,2
0.472,0.483,0.000483,301.632,2
0.463,0.498,0.000498,293.181,2
0.47,0.487,0.000487,301.802,2
0.461,0.487,0.000487,314.884,2
0.44,0.523,0.000523,289.334,2
0.42,0.487,0.000487,329.17,2
0.39,0.122,0.000122,736.486,2
0.415,0.58,0.00058,238.167,2
0.414,0.57,0.00057,255.514,2
0.443,0.515,0.000515,292.649,2
0.463,0.497,0.000497,295.491,2
0.47,0.49,0.00049,297.185,2
0.466,0.485,0.000485,304.497,2
0.456,0.48,0.00048,321.094,2
0.465,0.495,0.000495,293.456,2
0.463,0.495,0.000495,299.553,2
0.467,0.48,0.00048,308.543,2
0.47,0.464,0.000464,315.247,2
0.382,0.048,4.80E-05,828.419,2
0.443,0.383,0.000383,418.385,2
0.454,0.505,0.000505,299.672,2
0.458,0.498,0.000498,305.901,2
0.469,0.486,0.000486,300.375,2
0.467,0.478,0.000478,310.524,2
0.466,0.485,0.000485,304.41,2
0.459,0.497,0.000497,306.885,2
0.463,0.492,0.000492,298.351,2
0.454,0.499,0.000499,310.022,2
0.471,0.475,0.000475,317.469,2
0.454,0.501,0.000501,300.987,2
0.366,0.11,0.00011,792.973,2
0.474,0.483,0.000483,304.067,2
0.46,0.491,0.000491,310.645,2
0.459,0.493,0.000493,307.066,2
0.468,0.481,0.000481,311.039,2
0.417,0.481,0.000481,340.614,2
0.4,0.124,0.000124,720.069,2
0.416,0.572,0.000572,248.272,2
0.427,0.557,0.000557,251.995,2
0.425,0.555,0.000555,263.424,2
0.471,0.481,0.000481,301.346,2
0.468,0.484,0.000484,302.944,2
0.475,0.484,0.000484,293.305,2
0.477,0.483,0.000483,294.467,2
0.461,0.487,0.000487,306.441,2
0.386,0.103,0.000103,765.322,2
0.335,0.019,1.90E-05,917.084,2
0.462,0.473,0.000473,307.136,2
0.463,0.493,0.000493,299.002,2
0.455,0.5,0.0005,302.893,2
0.466,0.477,0.000477,308.396,2
0.465,0.488,0.000488,300.979,2
0.471,0.482,0.000482,298.726,2
0.461,0.492,0.000492,300.98,2
0.466,0.489,0.000489,302.614,2
0.47,0.477,0.000477,309.616,2
0.474,0.484,0.000484,297.364,2
0.47,0.485,0.000485,298.445,2
0.466,0.489,0.000489,301.584,2
0.456,0.498,0.000498,301.415,2
0.47,0.476,0.000476,303.114,2
0.469,0.472,0.000472,313.479,2
0.471,0.483,0.000483,297.26,2
0.482,0.474,0.000474,293.145,2
0.475,0.48,0.00048,296.855,2
0.465,0.49,0.00049,295.236,2
0.445,0.39,0.00039,400.862,2
0.458,0.478,0.000478,295.998,2
0.456,0.506,0.000506,296.96,2
0.458,0.5,0.0005,301.581,2
0.449,0.516,0.000516,289.894,2
0.463,0.485,0.000485,309.312,2
0.458,0.498,0.000498,305.734,2
0.443,0.518,0.000518,302.277,2
0.448,0.514,0.000514,294.489,2
0.454,0.507,0.000507,301.482,2
0.454,0.505,0.000505,303.014,2
0.443,0.52,0.00052,290.903,2
0.455,0.503,0.000503,298.39,2
0.46,0.497,0.000497,296.039,2
0.465,0.494,0.000494,301.109,2
0.454,0.495,0.000495,309.957,2
0.468,0.466,0.000466,317.01,2
0.464,0.489,0.000489,303.599,2
0.46,0.493,0.000493,304.755,2
0.462,0.491,0.000491,304.227,2
0.45,0.506,0.000506,308.02,2
0.464,0.489,0.000489,304.727,2
0.455,0.493,0.000493,312.104,2
0.455,0.498,0.000498,309.32,2
0.457,0.496,0.000496,307.898,2
0.457,0.496,0.000496,309.215,2
0.471,0.482,0.000482,299.218,2
0.463,0.494,0.000494,300.922,2
0.461,0.494,0.000494,302.644,2
0.458,0.486,0.000486,314.152,2
0.458,0.502,0.000502,295.562,2
0.458,0.503,0.000503,298.434,2
0.459,0.477,0.000477,316.729,2
0.464,0.488,0.000488,299.937,2
0.462,0.498,0.000498,293.243,2
0.47,0.323,0.000323,439.937,2
0.465,0.486,0.000486,304.05,2
0.459,0.496,0.000496,302.258,2
0.469,0.487,0.000487,302.808,2
0.468,0.478,0.000478,309.502,2
0.457,0.487,0.000487,309.491,2
0.464,0.489,0.000489,302.699,2
0.464,0.483,0.000483,306.203,2
0.465,0.482,0.000482,306.497,2
0.465,0.475,0.000475,313.565,2
0.46,0.491,0.000491,306.204,2
0.46,0.494,0.000494,309.608,2
0.447,0.502,0.000502,319.566,2
0.451,0.492,0.000492,316.879,2
0.45,0.226,0.000226,555.437,2
0.458,0.469,0.000469,331.895,2
0.456,0.491,0.000491,313.425,2
0.437,0.506,0.000506,320.099,2
0.452,0.493,0.000493,313.475,2
0.443,0.502,0.000502,307.761,2
0.446,0.508,0.000508,294.03,2
0.441,0.531,0.000531,275.284,2
0.462,0.488,0.000488,305.077,2
0.469,0.474,0.000474,305.968,2
0.466,0.472,0.000472,315.022,2
0.469,0.484,0.000484,301.346,2
0.461,0.483,0.000483,310.543,2
0.478,0.467,0.000467,309.049,2
0.474,0.465,0.000465,311.022,2
0.462,0.344,0.000344,426.908,2
0.467,0.496,0.000496,293.691,2
0.464,0.491,0.000491,299.698,2
0.483,0.46,0.00046,306,2
0.439,0.28,0.00028,519.661,2
0.461,0.499,0.000499,295.754,2
0.455,0.507,0.000507,298.02,2
0.469,0.488,0.000488,300.382,2
0.466,0.483,0.000483,307.374,2
0.46,0.458,0.000458,339.01,2
0.389,0.091,9.10E-05,773.828,2
0.395,0.239,0.000239,618.809,2
0.465,0.482,0.000482,297.673,2
0.459,0.489,0.000489,302.383,2
0.468,0.472,0.000472,313.127,2
0.468,0.481,0.000481,304.126,2
0.464,0.484,0.000484,302.668,2
0.457,0.488,0.000488,306.55,2
0.469,0.479,0.000479,299.432,2
0.462,0.467,0.000467,323.511,2
0.458,0.345,0.000345,421.228,2
0.412,0.573,0.000573,255.128,2
0.446,0.524,0.000524,285.553,2
0.464,0.484,0.000484,310.537,2
0.469,0.49,0.00049,296.981,2
0.467,0.491,0.000491,296.476,2
0.468,0.473,0.000473,319.312,2
0.467,0.48,0.00048,312.634,2
0.456,0.497,0.000497,311.665,2
0.453,0.499,0.000499,314.6,2
0.45,0.498,0.000498,319.419,2
0.465,0.491,0.000491,307.977,2
0.466,0.491,0.000491,300.975,2
0.489,0.443,0.000443,322.489,2
0.668,0.327,0.000327,154.661,2
0.646,0.35,0.00035,160.114,2
0.691,0.305,0.000305,157.343,2
0.659,0.337,0.000337,158.296,2
0.662,0.334,0.000334,158.482,2
0.686,0.31,0.00031,158.452,2
0.676,0.321,0.000321,158.076,2
0.667,0.332,0.000332,153.189,2
0.663,0.336,0.000336,154.062,2
0.668,0.325,0.000325,162.757,2
0.71,0.288,0.000288,149.765,2
0.647,0.352,0.000352,154.874,2
0.655,0.344,0.000344,153.946,2
0.637,0.36,0.00036,160.517,2
0.654,0.343,0.000343,158.515,2
0.677,0.317,0.000317,157.246,2
0.662,0.334,0.000334,161.049,2
0.703,0.294,0.000294,151.582,2
0.603,0.394,0.000394,164.251,2
0.67,0.327,0.000327,155.448,2
0.66,0.337,0.000337,156.892,2
0.646,0.351,0.000351,157.541,2
0.64,0.355,0.000355,164.628,2
0.638,0.358,0.000358,162.437,2
0.658,0.341,0.000341,153.244,2
0.682,0.307,0.000307,160.081,2
0.622,0.377,0.000377,160.305,2
0.678,0.321,0.000321,149.562,2
0.69,0.309,0.000309,147.939,2
0.642,0.355,0.000355,158.524,2
0.667,0.332,0.000332,150.525,2
0.629,0.37,0.00037,157.616,2
0.653,0.346,0.000346,155.006,2
0.661,0.338,0.000338,152.157,2
0.633,0.366,0.000366,155.49,2
0.664,0.335,0.000335,153.951,2
0.677,0.322,0.000322,150.392,2
0.617,0.381,0.000381,159.103,2
0.644,0.354,0.000354,160.117,2
0.677,0.321,0.000321,153.552,2
0.651,0.348,0.000348,156.922,2
0.658,0.341,0.000341,152.993,2
0.666,0.333,0.000333,152.262,2
0.628,0.371,0.000371,157.044,2
0.684,0.315,0.000315,150.131,2
0.623,0.376,0.000376,159.189,2
0.618,0.381,0.000381,159.556,2
0.707,0.292,0.000292,146.761,2
0.601,0.398,0.000398,161.13,2
0.668,0.331,0.000331,154.397,2
0.657,0.342,0.000342,154.597,2
0.648,0.351,0.000351,154.508,2
0.669,0.33,0.00033,153.061,2
0.64,0.358,0.000358,158.577,2
0.659,0.339,0.000339,154.947,2
0.633,0.366,0.000366,155.597,2
0.67,0.316,0.000316,167.71,2
0.617,0.382,0.000382,157.737,2
0.662,0.336,0.000336,154.586,2
0.631,0.368,0.000368,158.4,2
0.649,0.35,0.00035,154.148,2
0.599,0.399,0.000399,161.922,2
0.616,0.383,0.000383,158.263,2
0.642,0.357,0.000357,153.394,2
0.64,0.359,0.000359,157.237,2
0.634,0.365,0.000365,155.551,2
0.629,0.37,0.00037,158.09,2
0.667,0.332,0.000332,153.581,2
0.622,0.376,0.000376,162.031,2
0.62,0.379,0.000379,158.543,2
0.595,0.401,0.000401,165.546,2
0.636,0.363,0.000363,154.399,2
0.614,0.385,0.000385,158.27,2
0.635,0.364,0.000364,155.943,2
0.655,0.344,0.000344,152.909,2
0.621,0.377,0.000377,159.491,2
0.625,0.374,0.000374,157.988,2
0.636,0.363,0.000363,161.443,2
0.593,0.406,0.000406,160.954,2
0.695,0.304,0.000304,149.595,2
0.608,0.391,0.000391,159.848,2
0.604,0.387,0.000387,167.904,2
0.623,0.376,0.000376,158.11,2
0.619,0.38,0.00038,157.677,2
0.604,0.395,0.000395,160.095,2
0.632,0.367,0.000367,156.985,2
0.626,0.373,0.000373,156.215,2
0.608,0.388,0.000388,164.165,2
0.606,0.392,0.000392,161.029,2
0.672,0.317,0.000317,160.818,2
0.642,0.348,0.000348,163.859,2
0.668,0.331,0.000331,152.199,2
0.645,0.352,0.000352,158.588,2
0.651,0.348,0.000348,154.921,2
0.667,0.332,0.000332,153.04,2
0.685,0.314,0.000314,151.211,2
0.66,0.338,0.000338,155.783,2
0.679,0.32,0.00032,152.667,2
0.635,0.364,0.000364,157.718,2
0.692,0.307,0.000307,149.971,2
0.663,0.336,0.000336,155.462,2
0.661,0.338,0.000338,154.926,2
0.648,0.351,0.000351,155.583,2
0.633,0.366,0.000366,157.063,2
0.646,0.353,0.000353,158.324,2
0.695,0.304,0.000304,147.894,2
0.641,0.356,0.000356,161.666,2
0.673,0.326,0.000326,153.715,2
0.651,0.342,0.000342,163.219,2
0.674,0.325,0.000325,154.626,2
0.685,0.314,0.000314,150.162,2
0.66,0.339,0.000339,154.427,2
0.634,0.365,0.000365,157.726,2
0.684,0.315,0.000315,151.698,2
0.637,0.362,0.000362,156.887,2
0.648,0.349,0.000349,158.908,2
0.636,0.362,0.000362,157.394,2
0.626,0.373,0.000373,156.516,2
0.65,0.349,0.000349,154.038,2
0.658,0.341,0.000341,154.803,2
0.669,0.33,0.00033,153.057,2
0.667,0.33,0.00033,157.161,2
0.685,0.314,0.000314,151.382,2
0.65,0.349,0.000349,155.355,2
0.669,0.33,0.00033,151.094,2
0.641,0.358,0.000358,157.053,2
0.682,0.306,0.000306,166.845,2
0.658,0.34,0.00034,155.788,2
0.617,0.382,0.000382,160.401,2
0.66,0.339,0.000339,153.52,2
0.647,0.352,0.000352,155.022,2
0.648,0.35,0.00035,158.271,2
0.624,0.375,0.000375,158.981,2
0.67,0.328,0.000328,155.855,2
0.687,0.311,0.000311,153.548,2
0.671,0.328,0.000328,153.507,2
0.634,0.36,0.00036,166.949,2
0.667,0.331,0.000331,153.397,2
0.64,0.359,0.000359,158.269,2
0.623,0.376,0.000376,159.245,2
0.662,0.337,0.000337,152.677,2
0.642,0.356,0.000356,158.476,2
0.616,0.382,0.000382,163.481,2
0.689,0.309,0.000309,155.016,2
0.669,0.33,0.00033,154.396,2
0.654,0.345,0.000345,155.239,2
0.666,0.332,0.000332,155.439,2
0.596,0.402,0.000402,165.929,2
0.616,0.383,0.000383,160.403,2
0.645,0.354,0.000354,156.686,2
0.612,0.385,0.000385,167.74,2
0.691,0.29,0.00029,172.75,2
0.627,0.372,0.000372,159.279,2
0.644,0.355,0.000355,158.198,2
0.647,0.35,0.00035,159.45,2
0.607,0.392,0.000392,161.558,2
0.646,0.353,0.000353,155.579,2
0.675,0.324,0.000324,151.963,2
0.632,0.366,0.000366,162.65,2
0.62,0.378,0.000378,164.087,2
0.699,0.298,0.000298,154.282,2
0.671,0.327,0.000327,159.131,2
0.668,0.328,0.000328,156.639,2
0.641,0.357,0.000357,158.639,2
0.609,0.39,0.00039,161.645,2
0.648,0.348,0.000348,157.63,2
0.628,0.368,0.000368,160.216,2
0.66,0.335,0.000335,161.915,2
0.633,0.361,0.000361,164.272,2
0.649,0.349,0.000349,158.16,2
0.64,0.357,0.000357,162.463,2
0.648,0.351,0.000351,160.158,2
0.634,0.365,0.000365,155.231,2
0.59,0.409,0.000409,164.583,2
0.639,0.36,0.00036,157.958,2
0.679,0.32,0.00032,150.412,2
0.629,0.367,0.000367,165.97,2
0.657,0.34,0.00034,160.864,2
0.651,0.346,0.000346,161.004,2
0.654,0.343,0.000343,159.069,2
0.636,0.362,0.000362,161.444,2
0.703,0.292,0.000292,154.512,2
0.619,0.377,0.000377,167.254,2
0.672,0.327,0.000327,154.31,2
0.628,0.371,0.000371,159.026,2
0.608,0.39,0.00039,163.764,2
0.632,0.365,0.000365,161.814,2
0.679,0.316,0.000316,160.953,2
0.631,0.367,0.000367,162.616,2
0.742,0.255,0.000255,147.305,2
0.686,0.312,0.000312,155.652,2
0.643,0.356,0.000356,156.895,2
0.637,0.362,0.000362,158.369,2
0.634,0.365,0.000365,159.817,2
0.676,0.318,0.000318,159.73,2
0.614,0.383,0.000383,168.446,2
0.685,0.31,0.00031,157.369,2
0.613,0.381,0.000381,170.337,2
0.68,0.316,0.000316,159.37,2
0.701,0.282,0.000282,169.05,2
0.639,0.36,0.00036,160.282,2
0.673,0.326,0.000326,154.764,2
0.651,0.348,0.000348,155.138,2
0.623,0.376,0.000376,161.42,2
